Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
2/28/2014,23:54:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE,RIDGE ROAD @ BRINK ROAD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,FORD,EXPLORER,WHITE,Citation,16-303(f),Transportation Article,No,BLACK,F,DAMASCUS,MD,MD,A - Marked Patrol,
10/1/2013,10:11:00,MCP,"3rd district, Silver Spring",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,COLESVILLE @ GEORGIA,38.99588647,-77.02863905,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,PONT,2S,SILVER,Citation,16-303(c),Transportation Article,No,WHITE,M,COLLEGE PARK,MD,MD,A - Marked Patrol,"(38.9958864666667, -77.02863905)"
5/30/2015,13:10:00,MCP,"3rd district, Silver Spring",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,SB PINEY BRANCH RD @ BARRON ST,38.99936,-76.99714167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,DODG,VN,"BLUE, LIGHT",Citation,21-402(a),Transportation Article,Yes,HISPANIC,F,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.99936, -76.9971416666667)"
2/3/2014,18:48:00,MCP,"2nd district, Bethesda",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,PARKLAWN DR AND NEBEL ST,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1987,TOYO,TRUCK,GRAY,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,XX,A - Marked Patrol,
11/19/2014,12:32:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NB NEW HAMPSHIRE AVE/ LOCKWOOD DR,39.03976333,-76.98997167,No,No,No,No,No,No,No,No,No,No,DE,02 - Automobile,2010,BUICK,LUCERNE,SILVER,Citation,13-411(f),Transportation Article,No,BLACK,F,LAUREL,MD,MD,A - Marked Patrol,"(39.0397633333333, -76.9899716666667)"
9/30/2014,20:37:00,MCP,"2nd district, Bethesda",DRIVING  DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,495/CONN AVE,39.00994,-77.064795,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,1995,TOYOTA,CAMRY,BLACK,Citation,16-101(a),Transportation Article,No,ASIAN,M,SILVER SPRING,MD,LA,A - Marked Patrol,"(39.00994, -77.064795)"
12/23/2013,19:38:00,MCP,Headquarters and Special Operations,PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,10113 NEW HAMPSHIRE AVENUE,39.02076833,-76.97553833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,SIENNA,SILVER,Citation,16-303(c),Transportation Article,No,BLACK,F,ADELPHI,MD,MD,B - Unmarked Patrol,"(39.0207683333333, -76.9755383333333)"
4/18/2013,7:41:00,MCP,"3rd district, Silver Spring",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,COLESVILLE RD/SOUTHWOOD AVE,39.02634113,-77.01132048,No,No,No,No,No,No,No,No,No,No,MD,28 - Other,2003,SATR,VUE SUV,BLUE,Citation,16-101(a),Transportation Article,No,HISPANIC,F,SUITLAND,MD,MD,A - Marked Patrol,"(39.0263411333333, -77.0113204833333)"
4/30/2013,10:31:00,MCP,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,LAYHILL @ GLENALLAN,39.06095775,-77.05167472,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1996,JEEP,CHEROKEE,GREEN,Citation,13-411(d),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.06095775, -77.0516747166667)"
10/26/2014,18:03:00,MCP,"5th district, Germantown",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,LITTLE SENNECA PKWY @ GREY SQUIRREL,39.22692188,-77.25532798,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,ACUR,2S,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.2269218833333, -77.2553279833333)"
2/12/2015,19:37:00,MCP,"2nd district, Bethesda","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WESTLAKEDR/WESTLAKE TERR,39.02738333,-77.14818167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MINI,4DOOR,TAN,Citation,22-201.1,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0273833333333, -77.1481816666667)"
9/9/2014,19:34:00,MCP,"5th district, Germantown",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,DAWSON FARM RD/LIBERTY MILL RD,39.16735,-77.27710333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HOND,4S,BLACK,Citation,16-112(c),Transportation Article,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.16735, -77.2771033333333)"
8/30/2014,15:26:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLUMBIA PIKE/PRELUDE DRIVE,39.03935667,-76.99752333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,HYUNDAI,SONATA,MAROON,Citation,21-201(a1),Transportation Article,No,NATIVE AMERICAN,M,RIVERDALE,MD,MD,A - Marked Patrol,"(39.0393566666667, -76.9975233333333)"
9/8/2013,11:15:00,MCP,"5th district, Germantown",FAILURE TO CONTROL VEH. SPEED ON HWY. TO AVOID COLLISION,MIDDLEBROOK ROAD @ CENTURY BLVD,39.18535328,-77.26124802,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYT,CAMRY,BLACK,Citation,21-801(b),Transportation Article,No,ASIAN,F,BETHESDA,MD,MD,A - Marked Patrol,"(39.1853532833333, -77.2612480166667)"
3/20/2014,13:45:00,MCP,Headquarters and Special Operations,DRIVER CHANGING LANES WHEN UNSAFE,RIDGE RD AT FREDERICK RD,39.20164667,-77.25428833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,LEXUS,RX350,SILVER,Citation,21-309(b),Transportation Article,No,ASIAN,F,ROCKVILLE,MD,MD,B - Unmarked Patrol,"(39.2016466666667, -77.2542883333333)"
8/23/2015,14:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,WASHINGTONIAN BLVD @GRAND CORNER AVE,39.0746,-77.16560333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRYSLER,PACIFICA,"BLUE, LIGHT",Citation,13-401(h),Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.0746, -77.1656033333333)"
6/19/2014,20:04:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE @ EMORY LANE,39.124285,-77.07320167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,HONDA,ACCORD,RED,Citation,21-201(a1),Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.124285, -77.0732016666667)"
5/10/2013,18:31:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,GEORGIA AVE./WELLER AVE.,39.06693843,-77.0589215,No,No,No,No,No,No,No,No,No,No,WA,02 - Automobile,2006,FORD,F350,ORANGE,Citation,13-411(f),Transportation Article,No,WHITE,M,ROCKVILLE,MD,WA,A - Marked Patrol,"(39.0669384333333, -77.0589215)"
8/16/2013,21:55:00,MCP,"4th district, Wheaton",DRIVING WHILE IMPAIRED BY ALCOHOL,ASPEN HILL AT GEORGIA,39.05855667,-77.04806667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1999,FORD,RANGER,BLUE,Citation,21-902(b1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0585566666667, -77.0480666666667)"
11/16/2013,23:15:00,MCP,"3rd district, Silver Spring",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,BRIGGS CHANEY RD/ CASTLE BLVD,39.08205333,-76.94623167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2008,TOYOTA,COROLLA,TAN,Citation,21-202(i1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,B - Unmarked Patrol,"(39.0820533333333, -76.9462316666667)"
9/12/2013,15:03:00,MCP,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,GOOD HOPE RD/ WINDMILL LN,39.10068333,-76.978135,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,MAZD,4S,YELLOW,Citation,21-707(a),Transportation Article,No,WHITE,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.1006833333333, -76.978135)"
9/2/2013,22:06:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,UNIVERSITY BLV/ AMHEREST AVE,39.03630167,-77.02908167,No,No,No,No,No,No,No,No,No,No,MD,01 - Motorcycle,2002,FORD,E150,WHITE,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0363016666667, -77.0290816666667)"
12/3/2013,19:11:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,7101 DEMOCRACY BLVD,39.02216167,-77.14693833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,CHEVY,SILVERADO,BLUE,Citation,13-401(h),Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol,"(39.0221616666667, -77.1469383333333)"
5/24/2013,15:17:00,MCP,"4th district, Wheaton",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,WELLER RD @ BUSHEY DR,39.06603667,-77.080475,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,JEEP,TRK,GREEN,Citation,13-410(e2),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0660366666667, -77.080475)"
8/20/2013,13:30:00,MCP,"1st district, Rockville",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,ROCKVILLE PIKE / EDMONSTON DR,39.074235,-77.135205,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,VOLVO,S40,BLACK,Citation,13-411(d),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.074235, -77.135205)"
9/2/2013,12:06:00,MCP,"4th district, Wheaton",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,UNIVERSITY BLVD W/ ORANGE DR,39.02948667,-77.02104667,No,Yes,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHRYSLER,4S,SILVER,Citation,16-105(b1),Transportation Article,No,HISPANIC,M,ADELPHI,MD,MD,A - Marked Patrol,"(39.0294866666667, -77.0210466666667)"
7/13/2013,17:38:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,W DEER PARK RD & SUMMIT HALL RD,39.12746333,-77.19703667,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2001,CHEVORLET,VAN,WHITE,Citation,22-412.3(b),Transportation Article,No,HISPANIC,M,POOLESVILLE,MD,MD,B - Unmarked Patrol,"(39.1274633333333, -77.1970366666667)"
7/6/2013,0:55:00,MCP,"5th district, Germantown",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,270@MIDDLEBROOK,39.16882667,-77.24310167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,DODG,4S,RED,Citation,16-303(c),Transportation Article,No,BLACK,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1688266666667, -77.2431016666667)"
7/29/2013,10:53:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,KERWIN AND UNIVERSITY BLVD,,,No,No,No,No,No,No,No,No,No,No,WA,01 - Motorcycle,2001,TOYOTA,SEQUUIA,GOLD,Citation,13-411(d),Transportation Article,No,OTHER,M,SILVER SPRING,MD,WA,A - Marked Patrol,
2/22/2013,11:56:00,MCP,"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",UNIV BLVD E/E.FRANKLIN,39.0122223,-77.00233963,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,DODG,INTREPID,WHITE,Citation,16-303(h),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.0122223, -77.0023396333333)"
1/11/2014,3:19:00,MCP,"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,NB CONNECTICUT AVE/ I-495,38.98348833,-77.09304833,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2003,MERCEDES,4S,GRAY,Citation,21-902(b1),Transportation Article,No,ASIAN,M,ABERDEEN,MD,MD,A - Marked Patrol,"(38.9834883333333, -77.0930483333333)"
5/14/2013,22:44:00,MCP,"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,NB HUNGERFORD DR/COLLEGE PKW,39.10224833,-77.15515833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,MAZDA,3,SILVER,Citation,13-409(b),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1022483333333, -77.1551583333333)"
1/16/2014,11:00:00,MCP,"5th district, Germantown",FAILURE NOTIFY ADM. ADDRESS CHANGE,27/OBSERVATION,39.20363667,-77.26016,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,CHEVY,TAHOE,BLACK,Citation,16-116(a),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.2036366666667, -77.26016)"
1/13/2016,18:10:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,WOTTON/28,39.09292667,-77.19530833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MERZ,4S,TAN,Citation,21-902(a1),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0929266666667, -77.1953083333333)"
1/8/2014,2:45:00,MCP,"5th district, Germantown",DRIVING WHILE IMPAIRED BY ALCOHOL,124/BANK,39.18445167,-77.26291833,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,2002,SAAB,4S,GOLD,Citation,21-902(b1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(39.1844516666667, -77.2629183333333)"
9/19/2014,1:17:00,MCP,"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,TOWER OAKS BLVD @ N-270 ENTRANCE RAMP,39.056135,-77.15258167,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,TOYT,SCION  TC  2S,BLACK,Citation,21-204(d),Transportation Article,No,HISPANIC,M,CAPITOL HEIGHTS,MD,MD,A - Marked Patrol,"(39.056135, -77.1525816666667)"
7/1/2013,0:12:00,MCP,"2nd district, Bethesda",DISPLAY SUSPENDED LIC.,UNIVERSITY BLVD / DRUMM AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,CV,BLUE,Citation,16-301(e),Transportation Article,No,BLACK,M,COLUMBIA,MD,MD,A - Marked Patrol,
8/8/2013,23:46:00,MCP,"3rd district, Silver Spring",VEH. DRIVER GIVING FALSE AND FICTITIOUS NAME TO UNIFORMED POLICE,29 NB EXIT RAMP AT BRIGGS CHANEY RD,39.08361833,-76.9491,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,CHEVY,IMPALA,TAN,Citation,16-112(e),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0836183333333, -76.9491)"
11/29/2013,13:51:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,NEW HAMPSHIRE AVE AND E. RANDOLPH  RD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HYUNDAI,SONATA,BLACK,Warning,21-202(h1),Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,
7/8/2014,9:03:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 65 MPH IN A POSTED 40 MPH ZONE,TRAVIS/FREDERICK,39.15977667,-77.21611833,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2014,FORD,TK,BLACK,Citation,21-801.1,Transportation Article,No,WHITE,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.1597766666667, -77.2161183333333)"
5/19/2013,2:53:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,N/B GOSHEN/ CENTERWAY,39.14966333,-77.23374667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYT,4D,SILVER,Citation,21-902(a2),Transportation Article,No,HISPANIC,M,FREDERICK,MD,MD,A - Marked Patrol,"(39.1496633333333, -77.2337466666667)"
5/31/2013,7:55:00,MCP,"3rd district, Silver Spring",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,RT 29 @ INDUSTRIAL PKWY,39.05552667,-76.970755,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,MAZDA,MAZDA 3,GRAY,Citation,13-411(f),Transportation Article,No,ASIAN,M,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0555266666667, -76.970755)"
9/27/2013,22:08:00,MCP,"3rd district, Silver Spring",OWNER KNOWINGLY PERMITTING MOTOR VEH. TO BE DRIVEN ON HWY. BY UNAUTHORIZED PERSON,CHERRY HILL RD AT GRACEFIELD RD,39.050655,-76.952765,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHEV,TK,WHITE,Citation,16-305(a),Transportation Article,No,WHITE,M,BELTSVILLE,MD,MD,A - Marked Patrol,"(39.050655, -76.952765)"
7/22/2013,12:14:00,MCP,"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 64 MPH IN A POSTED 45 MPH ZONE,CONNECTICUT @ DEAN RD,39.07184333,-77.07694833,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,FORD,FOCUS,SILVER,Citation,21-801.1,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0718433333333, -77.0769483333333)"
11/28/2013,0:18:00,MCP,"2nd district, Bethesda",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,OLD GEORGETOWN RD/DEL REY AVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,ACURA,RSX,RED,Citation,21-309(i),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,
5/26/2014,8:38:00,MCP,"4th district, Wheaton",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,NEW HAMPSHIRE AVE. @ TREE LAWN DR,39.145345,-77.00575,No,Yes,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2006,CHEV,SU,BLACK,Citation,13-411(f),Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.145345, -77.00575)"
7/2/2013,12:26:00,MCP,"6th district, Gaithersburg / Montgomery Village",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,FREDERICK RD @ PROFESSIONAL DRIVE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1998,DODGE,NEON,TAN,Citation,16-105(b1),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,Q - Marked Laser,
5/18/2013,1:27:00,MCP,"5th district, Germantown",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,S/B GERMANTOWN RD @ CLOPPER RD,39.15441833,-77.287625,No,No,No,No,No,No,No,No,No,No,OK,02 - Automobile,2001,FORD,FOCUS,SILVER,Citation,21-204(d),Transportation Article,No,WHITE,F,BROKEN ARROW,OK,OK,A - Marked Patrol,"(39.1544183333333, -77.287625)"
9/6/2013,19:04:00,MCP,"1st district, Rockville",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,DARNESTOWN RD/TRAVILAH,39.09746167,-77.20824667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1989,CHEVROLET,CAPRICE,BLACK,Citation,16-303(c),Transportation Article,No,BLACK,F,CLARKSBURG,MD,MD,A - Marked Patrol,"(39.0974616666667, -77.2082466666667)"
2/23/2014,12:15:00,MCP,"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,UNIVERSITY BLV W/VEIRS MILL RD,39.04038333,-77.055515,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,HOND,4S,SILVER,Citation,21-202(h2),Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0403833333333, -77.055515)"
5/2/2013,1:25:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FAIRLAND @ TAMARACK,39.078165,-76.98049,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,LEXUS,LS 400,GOLD,Citation,16-112(c),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.078165, -76.98049)"
10/29/2013,17:13:00,MCP,"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,ASPEN HILL AT FRANKFURT ST,39.08177333,-77.08540667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HONDA,ACCORD,BLACK,Citation,16-101(a),Transportation Article,No,HISPANIC,M,ROCKVILLE,MD,XX,A - Marked Patrol,"(39.0817733333333, -77.0854066666667)"
4/12/2013,3:15:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,OLD COLUMBIA PIKE @ FAIRLAND RD,39.06213903,-76.96105555,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,LEXUS,GS300,GRAY,Citation,16-112(c),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0621390333333, -76.96105555)"
5/26/2013,20:07:00,MCP,"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE AVE AT NORTHWEST DR,39.01538137,-76.97834168,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,TOYT,AVALON,WHITE,Citation,16-112(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.0153813666667, -76.9783416833333)"
7/9/2013,20:19:00,MCP,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SOUTHBOUND COLESVILLE RD/ GEORGIA AVE,38.99352703,-77.02682485,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,TOYOTA,COROLLA,GOLD,Citation,13-409(b),Transportation Article,No,BLACK,M,CLARKSBURG,MD,MD,A - Marked Patrol,"(38.9935270333333, -77.02682485)"
7/14/2013,23:12:00,MCP,"3rd district, Silver Spring",DRIVING WHILE IMPAIRED BY ALCOHOL,WB FLOWER AVE @ STOCKTON RD,38.99059667,-77.022815,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,NISSAN,PATHFINDER,"BLUE, LIGHT",Citation,21-902(b1),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9905966666667, -77.022815)"
5/29/2014,18:41:00,MCP,"2nd district, Bethesda",PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,SEVEN LOCKS RD AT CHARLESTON CT,39.01708667,-77.16057667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2006,LEXUS,ES330,BLUE,Citation,22-412.3(c2),Transportation Article,No,WHITE,M,ARLINGTON,VA,VA,A - Marked Patrol,"(39.0170866666667, -77.1605766666667)"
4/5/2014,13:44:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GRANDVIEW AVE @ BLUERIDGE AVE,39.04515333,-77.05199667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,ACCORD,SILVER,Citation,21-707(a),Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol,"(39.0451533333333, -77.0519966666667)"
6/6/2013,23:40:00,MCP,"3rd district, Silver Spring",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM  COVERS,PINEY BRANCH RD/ UNIVERSITY BLVD.,38.99966,-76.99398333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,RANGER,RED,Citation,13-411(c1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(38.99966, -76.9939833333333)"
9/9/2013,9:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE,MONTGOMERY VILLAGE AVE @ MID COUNTY HWY,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,DODG,STRATUS,SILVER,Citation,16-303(d),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,
