Report_No,Reported_Date,Reported Time,From_Date,From Time,Offense,IBRS,Description,Beat,Address,City,Zip Code,Rep_Dist,Area,DVFlag,Invl_No,Involvement,Race,Sex,Age,Location 1
80100684,01-01-2009 00:00,22:45,01-01-2009 00:00,22:45,2601,90Z,Misc Violation,412,500  NW ENGLEWOOD RD,KANSAS CITY,64118,PC0678,NPD,U,1,ARR,B,F,46,"500 ENGLEWOOD RD
KANSAS CITY, MO 64118
(39.19568763300049, -94.57301093599966)"
80095948,1/21/2009 0:00,18:56,1/21/2009 0:00,18:50,101,09A,HOMICIDE,112,1100  LOCUST ST,KANSAS CITY,64106,PJ1029,CPD,U,1,VIC,B,M,22,"1100 LOCUST ST
KANSAS CITY, MO 64106
(39.100854728000456, -94.57737538399965)"
90000014,01-01-2009 00:00,01:09,01-01-2009 00:00,00:15,610,23A,Stealing Pickpocket,999,100  E 13 AVE,KANSAS CITY,64108,PCX043,SCP,U,1,SUS,U,U,,"100 13 AVE
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)"
90000009,01-01-2009 00:00,00:30,01-01-2009 00:00,00:10,3010,,Casualty (includes a,422,3400  NW 85 TE,KANSAS CITY,64154,PP0324,NPD,U,1,VIC,W,F,29,"3400 85
TE KANSAS CITY, MO 64154
(39.25757160700044, -94.6361588689997)"
90074369,9/22/2009 0:00,12:27,9/22/2009 0:00,12:00,690,23H,Stealing All Other,115,2400  GILLHAM RD ,KANSAS CITY,64109,PJ1867,CPD,U,1,VIC,U,F,20,"2400 GILLHAM RD
KANSAS CITY, MO 64109
(39.08396049400045, -94.57906599599966)"
90000011,01-01-2009 00:00,01:05,01-01-2009 00:00,00:40,801,13B,Non Aggravated Assau,113,100  E 13 ST,KANSAS CITY,64105,PJ1177,CPD,N,1,ARR,W,M,24,"100 13 ST
KANSAS CITY, MO 64105
(39.09864529800046, -94.58445112699968)"
90000010,01-01-2009 00:00,00:20,01-01-2009 00:00,00:20,801,13B,Non Aggravated Assau,113,1300  WALNUT ST,KANSAS CITY,64109,PJ1177,CPD,N,1,ARR,W,M,34,"1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)"
90000010,01-01-2009 00:00,00:20,01-01-2009 00:00,00:20,840,90Z,Resisting an Officer,113,1300  WALNUT ST,KANSAS CITY,64109,PJ1177,CPD,U,2,VIC,W,M,33,"1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)"
90000010,01-01-2009 00:00,00:20,01-01-2009 00:00,00:20,801,13B,Non Aggravated Assau,113,1300  WALNUT ST,KANSAS CITY,64109,PJ1177,CPD,U,1,VIC,W,M,38,"1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)"
90000011,01-01-2009 00:00,01:05,01-01-2009 00:00,00:40,801,13B,Non Aggravated Assau,113,100  E 13 ST,KANSAS CITY,64105,PJ1177,CPD,N,1,VIC,B,M,20,"100 13 ST
KANSAS CITY, MO 64105
(39.09864529800046, -94.58445112699968)"
90000010,01-01-2009 00:00,00:20,01-01-2009 00:00,00:20,840,90Z,Resisting an Officer,113,1300  WALNUT ST,KANSAS CITY,64109,PJ1177,CPD,N,1,ARR,W,M,34,"1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)"
90000005,01-01-2009 00:00,00:40,12/30/2008 0:00,12:30,640,23F,Stealing From Auto,114,W 31 ST/SOUTHWEST TF,KANSAS CITY,64109,PJ2388,CPD,U,1,SUS,U,U,,"31 ST
TF KANSAS CITY, MO 64109
(39.06990021200045, -94.5539757899997)"
90000010,01-01-2009 00:00,00:20,01-01-2009 00:00,00:20,801,13B,Non Aggravated Assau,113,1300  WALNUT ST,KANSAS CITY,64109,PJ1177,CPD,U,2,VIC,W,M,33,"1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)"
90000002,01-01-2009 00:00,00:05,01-01-2009 00:00,00:01,802,13B,Non Agg Assault Dome,134,900  E EMANUEL CLEAVER II BL,KANSAS CITY,64110,PJ3707,CPD,U,1,ARR,B,M,26,"900 EMANUEL
CLEAVER II BL KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000010,01-01-2009 00:00,00:20,01-01-2009 00:00,00:20,801,13B,Non Aggravated Assau,113,1300  WALNUT ST,KANSAS CITY,64109,PJ1177,CPD,N,1,ARR,W,M,34,"1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)"
80101578,1/19/2009 0:00,15:38,1/15/2009 0:00,13:20,630,23C,Stealing Shoplifting,635,7200  NE PARVIN RD,KANSAS CITY,64117,PC1130,SCP,U,1,ARR,W,M,39,"7200 PARVIN RD
KANSAS CITY, MO 64117
(39.168498327000464, -94.4953172219997)"
90000005,01-01-2009 00:00,00:40,12/30/2008 0:00,12:30,640,23F,Stealing From Auto,114,W 31 ST/SOUTHWEST TF,KANSAS CITY,64109,PJ2388,CPD,U,1,VIC,W,F,39,"31 ST
TF KANSAS CITY, MO 64109
(39.06990021200045, -94.5539757899997)"
90000016,01-01-2009 00:00,00:48,12/31/2008 0:00,20:00,1401,290,Property Damage,544,8700  RIDGEWAY CT,KANSAS CITY,64138,PJ6355,SPD,U,1,SUS,U,U,,"8700 RIDGEWAY CT
KANSAS CITY, MO 64138
(38.964093679000484, -94.44469272199967)"
90000014,01-01-2009 00:00,01:09,01-01-2009 00:00,00:15,610,23A,Stealing Pickpocket,999,100  E 13 AVE,KANSAS CITY,64108,PCX043,SCP,U,1,VIC,W,M,22,"100 13 AVE
KANSAS CITY, MO 64108
(39.08507054400047, -94.58157691099967)"
90000010,01-01-2009 00:00,00:20,01-01-2009 00:00,00:20,801,13B,Non Aggravated Assau,113,1300  WALNUT ST,KANSAS CITY,64109,PJ1177,CPD,U,2,VIC,W,M,33,"1300 WALNUT ST
KANSAS CITY, MO 64109
(39.19610702500046, -94.6840923799997)"
80101921,01-03-2009 00:00,23:15,01-03-2009 00:00,23:15,702,240,Auto Theft,242,ASKEW AV/E MEYER BL,KANSAS CITY,64132,PJ5052,MPD,U,1,ARR,B,M,19,"ASKEW AV E MEYER BL KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
90044234,6/14/2009 0:00,15:20,6/14/2009 0:00,10:15,640,23F,Stealing From Auto,425,9100  N SKYVIEW AV,KANSAS CITY,64154,PP0266,NPD,U,1,VIC,W,F,29,"9100 SKYVIEW AV
KANSAS CITY, MO 64154
(39.25968796900048, -94.65449558599965)"
90000020,01-01-2009 00:00,01:11,01-01-2009 00:00,01:00,302,120,Armed Robbery,332,E 33 ST/CHESTNUT AV,KANSAS CITY,64130,PJ2654,EPD,U,3,SUS,B,M,,"33 ST CHESTNUT AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000030,01-01-2009 00:00,02:03,01-01-2009 00:00,02:03,401,13A,Aggravated Assault (,321,E 10 ST/BENTON BL,KANSAS CITY,64123,PJ0928,EPD,U,4,SUS,U,U,,"10 ST
BENTON BL KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)"
90000025,01-01-2009 00:00,01:14,01-01-2009 00:00,01:10,1546,520,Dangerous and Concea,242,7900  CHESTNUT AV,KANSAS CITY,64132,PJ5883,MPD,N,1,VIC,B,M,43,"7900 CHESTNUT AV
KANSAS CITY, MO 64132
(38.98332299800046, -94.5553454679997)"
90000023,01-01-2009 00:00,01:15,01-01-2009 00:00,00:45,801,13B,Non Aggravated Assau,241,7000  INDIANA AV,KANSAS CITY,64132,PJ5394,MPD,U,1,VIC,B,F,16,"7000 INDIANA AV
KANSAS CITY, MO 64132
(38.999312527000484, -94.54751533599966)"
90000028,01-01-2009 00:00,01:36,01-01-2009 00:00,01:36,2403,90E,Drunkenness,322,5200  E TRUMAN RD ,KANSAS CITY,64127,PJ1300,EPD,U,1,SUS,W,M,,"5200 TRUMAN RD
KANSAS CITY, MO 64127
(39.09419794600046, -94.52207066499966)"
90000025,01-01-2009 00:00,01:14,01-01-2009 00:00,01:10,401,13A,Aggravated Assault (,242,7900  CHESTNUT AV,KANSAS CITY,64132,PJ5883,MPD,N,1,VIC,B,M,43,"7900 CHESTNUT AV
KANSAS CITY, MO 64132
(38.98332299800046, -94.5553454679997)"
90000030,01-01-2009 00:00,02:03,01-01-2009 00:00,02:03,401,13A,Aggravated Assault (,321,E 10 ST/BENTON BL,KANSAS CITY,64123,PJ0928,EPD,U,3,SUS,U,U,,"10 ST
BENTON BL KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)"
90000019,01-01-2009 00:00,01:03,01-01-2009 00:00,00:45,801,13B,Non Aggravated Assau,221,200  WARD PK N ,KANSAS CITY,64110,PJ3845,MPD,N,1,VIC,W,M,30,"200 WARD PK
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000027,01-01-2009 00:00,01:29,01-01-2009 00:00,01:00,802,13B,Non Agg Assault Dome,544,9600  BOOTH AV,KANSAS CITY,64134,PJ6569,SPD,Y,1,VIC,B,F,61,"9600 BOOTH AV
KANSAS CITY, MO 64134
(38.94962180900046, -94.49008568499966)"
90000030,01-01-2009 00:00,02:03,01-01-2009 00:00,02:03,401,13A,Aggravated Assault (,321,E 10 ST/BENTON BL,KANSAS CITY,64123,PJ0928,EPD,U,1,SUS,U,U,,"10 ST
BENTON BL KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)"
90000020,01-01-2009 00:00,01:11,01-01-2009 00:00,01:00,302,120,Armed Robbery,332,E 33 ST/CHESTNUT AV,KANSAS CITY,64130,PJ2654,EPD,U,2,SUS,B,M,,"33 ST CHESTNUT AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000023,01-01-2009 00:00,01:15,01-01-2009 00:00,00:45,801,13B,Non Aggravated Assau,241,7000  INDIANA AV,KANSAS CITY,64132,PJ5394,MPD,N,1,SUS,B,F,47,"7000 INDIANA AV
KANSAS CITY, MO 64132
(38.999312527000484, -94.54751533599966)"
90000025,01-01-2009 00:00,01:14,01-01-2009 00:00,01:10,401,13A,Aggravated Assault (,242,7900  CHESTNUT AV,KANSAS CITY,64132,PJ5883,MPD,U,1,ARR,W,M,56,"7900 CHESTNUT AV
KANSAS CITY, MO 64132
(38.98332299800046, -94.5553454679997)"
90000028,01-01-2009 00:00,01:36,01-01-2009 00:00,01:36,2403,90E,Drunkenness,322,5200  E TRUMAN RD ,KANSAS CITY,64127,PJ1300,EPD,U,1,VIC,,,,"5200 TRUMAN RD
KANSAS CITY, MO 64127
(39.09419794600046, -94.52207066499966)"
90000016,01-01-2009 00:00,00:48,12/31/2008 0:00,20:00,1401,290,Property Damage,544,8700  RIDGEWAY CT,KANSAS CITY,64138,PJ6355,SPD,U,1,VIC,W,M,67,"8700 RIDGEWAY CT
KANSAS CITY, MO 64138
(38.964093679000484, -94.44469272199967)"
90000020,01-01-2009 00:00,01:11,01-01-2009 00:00,01:00,302,120,Armed Robbery,332,E 33 ST/CHESTNUT AV,KANSAS CITY,64130,PJ2654,EPD,U,1,VIC,B,F,21,"33 ST CHESTNUT AV
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000025,01-01-2009 00:00,01:14,01-01-2009 00:00,01:10,1546,520,Dangerous and Concea,242,7900  CHESTNUT AV,KANSAS CITY,64132,PJ5883,MPD,U,1,ARR,W,M,56,"7900 CHESTNUT AV
KANSAS CITY, MO 64132
(38.98332299800046, -94.5553454679997)"
90000027,01-01-2009 00:00,01:29,01-01-2009 00:00,01:00,802,13B,Non Agg Assault Dome,544,9600  BOOTH AV,KANSAS CITY,64134,PJ6569,SPD,Y,1,SUS,B,M,35,"9600 BOOTH AV
KANSAS CITY, MO 64134
(38.94962180900046, -94.49008568499966)"
90000042,01-01-2009 00:00,02:29,01-01-2009 00:00,02:29,502,220,Burglary - Non Resid,312,5900  WILSON AV,KANSAS CITY,,PJ0608,EPD,U,1,SUS,U,U,,"5900 WILSON AV
KANSAS CITY, MO
(39.105276913000466, -94.51317930299967)"
90054412,7/18/2009 0:00,12:16,7/17/2009 0:00,07:00,650,23G,Stealing Auto Parts/,113,2100  CENTRAL ST,KANSAS CITY,64110,PJ1755,CPD,U,1,VIC,W,M,37,"2100 CENTRAL ST
KANSAS CITY, MO 64110
(39.087279810000496, -94.58767629499965)"
90000038,01-01-2009 00:00,02:17,01-01-2009 00:00,02:00,1401,290,Property Damage,313,2800  E 6 ST,KANSAS CITY,64125,PJ0676,EPD,U,1,SUS,B,M,23,"2800 6 ST
KANSAS CITY, MO 64125
(39.31739123000045, -94.66491652699966)"
90000030,01-01-2009 00:00,02:03,01-01-2009 00:00,02:03,401,13A,Aggravated Assault (,321,E 10 ST/BENTON BL,KANSAS CITY,64123,PJ0928,EPD,U,1,VIC,W,M,45,"10 ST
BENTON BL KANSAS CITY, MO 64123
(39.11344343000047, -94.52553937499965)"
90000033,01-01-2009 00:00,01:59,01-01-2009 00:00,01:25,401,13A,Aggravated Assault (,113,E 16 ST/OAK ST,KANSAS CITY,64110,PJ1356,CPD,N,2,SUS,B,F,,"16 ST OAK ST
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000033,01-01-2009 00:00,01:59,01-01-2009 00:00,01:25,401,13A,Aggravated Assault (,113,E 16 ST/OAK ST,KANSAS CITY,64110,PJ1356,CPD,N,3,SUS,B,F,,"16 ST OAK ST
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90100518,12/28/2009 0:00,07:43,12/27/2009 0:00,21:30,501,220,Burglary - Residence,243,8600  CAMBRIDGE AV,KANSAS CITY,64138,PJ6220,MPD,U,1,VIC,B,M,49,"8600 CAMBRIDGE AV
KANSAS CITY, MO 64138
(38.96918233300045, -94.50879580299966)"
90000040,01-01-2009 00:00,02:30,12/31/2008 0:00,18:00,702,240,Auto Theft,241,3600  E GREGORY BL,KANSAS CITY,64132,PJ5382,MPD,U,1,VIC,B,F,44,"3600 GREGORY
BL KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
90000033,01-01-2009 00:00,01:59,01-01-2009 00:00,01:25,401,13A,Aggravated Assault (,113,E 16 ST/OAK ST,KANSAS CITY,64110,PJ1356,CPD,N,2,VIC,B,F,22,"16 ST OAK ST
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000039,01-01-2009 00:00,01:23,01-01-2009 00:00,01:20,802,13B,Non Agg Assault Dome,422,5500  NW 86 CT,KANSAS CITY,64154,PP0339,NPD,U,1,VIC,W,F,26,"5500 86 CT
KANSAS CITY, MO 64154
(39.250498553000455, -94.64385047099967)"
90000031,01-01-2009 00:00,01:31,01-01-2009 00:00,00:45,401,13A,Aggravated Assault (,644,8600  NE 110 TE,KANSAS CITY,64157,PC0126,SCP,N,1,VIC,W,M,20,"8600 110
TE KANSAS CITY, MO 64157
(39.27803223900048, -94.47222615699968)"
90000044,01-01-2009 00:00,02:16,01-01-2009 00:00,02:00,801,13B,Non Aggravated Assau,113,GRAND AV/E TRUMAN RD,KANSAS CITY,64109,PJ1309,CPD,U,1,SUS,W,M,,"GRAND AV E TRUMAN RD KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
90000039,01-01-2009 00:00,01:23,01-01-2009 00:00,01:20,802,13B,Non Agg Assault Dome,422,5500  NW 86 CT,KANSAS CITY,64154,PP0339,NPD,U,1,ARR,W,M,33,"5500 86 CT
KANSAS CITY, MO 64154
(39.250498553000455, -94.64385047099967)"
90000036,01-01-2009 00:00,01:15,12/31/2008 0:00,15:00,501,220,Burglary - Residence,331,2600  E 29 ST ,KANSAS CITY,64130,PJ2426,EPD,U,1,VIC,B,M,41,"2600 29 ST
KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000038,01-01-2009 00:00,02:17,01-01-2009 00:00,02:00,1401,290,Property Damage,313,2800  E 6 ST,KANSAS CITY,64125,PJ0676,EPD,U,1,VIC,W,F,17,"2800 6 ST
KANSAS CITY, MO 64125
(39.31739123000045, -94.66491652699966)"
90000040,01-01-2009 00:00,02:30,12/31/2008 0:00,18:00,702,240,Auto Theft,241,3600  E GREGORY BL,KANSAS CITY,64132,PJ5382,MPD,U,1,SUS,U,U,,"3600 GREGORY
BL KANSAS CITY, MO 64132
(38.986860385000455, -94.55216991399965)"
90000039,01-01-2009 00:00,01:23,01-01-2009 00:00,01:20,2001,90F,Family Offense,422,5500  NW 86 CT,KANSAS CITY,64154,PP0339,NPD,U,1,ARR,W,M,33,"5500 86 CT
KANSAS CITY, MO 64154
(39.250498553000455, -94.64385047099967)"
90000044,01-01-2009 00:00,02:16,01-01-2009 00:00,02:00,801,13B,Non Aggravated Assau,113,GRAND AV/E TRUMAN RD,KANSAS CITY,64109,PJ1309,CPD,U,1,VIC,B,F,17,"GRAND AV E TRUMAN RD KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
90000033,01-01-2009 00:00,01:59,01-01-2009 00:00,01:25,401,13A,Aggravated Assault (,113,E 16 ST/OAK ST,KANSAS CITY,64110,PJ1356,CPD,N,1,VIC,B,F,22,"16 ST OAK ST
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000039,01-01-2009 00:00,01:23,01-01-2009 00:00,01:20,2001,90F,Family Offense,422,5500  NW 86 CT,KANSAS CITY,64154,PP0339,NPD,U,1,VIC,W,F,26,"5500 86 CT
KANSAS CITY, MO 64154
(39.250498553000455, -94.64385047099967)"
90000046,01-01-2009 00:00,02:47,01-01-2009 00:00,01:30,802,13B,Non Agg Assault Dome,112,1000  BALTIMORE AV,KANSAS CITY,64106,PJ0950,CPD,Y,1,SUS,B,M,25,"1000 BALTIMORE AV
KANSAS CITY, MO 64106
(39.10214293700045, -94.58423768099965)"
90025765,04-09-2009 00:00,18:00,3/15/2009 0:00,12:00,501,220,Burglary - Residence,224,6000  ROCKHILL RD ,KANSAS CITY,64110,PJ4753,MPD,U,1,VIC,W,F,23,"6000 ROCKHILL RD
KANSAS CITY, MO 64110
(39.018273611000495, -94.57663590199968)"
90000050,01-01-2009 00:00,03:13,01-01-2009 00:00,03:13,801,13B,Non Aggravated Assau,312,1100  WHITE AV,KANSAS CITY,64126,PJ1160,EPD,U,1,VIC,W,M,25,"1100 WHITE AV
KANSAS CITY, MO 64126
(39.099273741000445, -94.5114980789997)"
90000052,01-01-2009 00:00,02:56,01-01-2009 00:00,02:20,802,13B,Non Agg Assault Dome,644,11600  N CHARLOTTE ST,KANSAS CITY,64155,PC0045,SCP,Y,1,SUS,W,F,28,"11600 CHARLOTTE ST
KANSAS CITY, MO 64155
(39.303930822000495, -94.56932623799969)"
90000045,01-01-2009 00:00,03:03,01-01-2009 00:00,02:45,801,13B,Non Aggravated Assau,113,100  E 14 ST,KANSAS CITY,64110,PJ1177,CPD,U,1,VIC,B,M,29,"100 14 ST
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000056,01-01-2009 00:00,03:20,01-01-2009 00:00,01:30,1401,290,Property Damage,131,1200  W 41 ST ,KANSAS CITY,64110,PJ3248,CPD,U,1,SUS,W,M,30,"1200 41 ST
KANSAS CITY, MO 64110
(39.05248307000045, -94.57091207999969)"
90000044,01-01-2009 00:00,02:16,01-01-2009 00:00,02:00,1401,290,Property Damage,113,GRAND AV/E TRUMAN RD,KANSAS CITY,64109,PJ1309,CPD,U,1,SUS,W,M,,"GRAND AV E TRUMAN RD KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
90000047,01-01-2009 00:00,02:24,01-01-2009 00:00,02:00,403,13A,Agg Assault - Domest,421,7300  NW PARK FOREST LN,KANSAS CITY,64152,PP0521,NPD,Y,1,VIC,W,F,33,"7300 PARK FOREST LN
KANSAS CITY, MO 64152
(39.228365158000486, -94.66398198199965)"
90000049,01-01-2009 00:00,02:58,01-01-2009 00:00,02:50,401,13A,Aggravated Assault (,142,2000  E 38 ST,KANSAS CITY,64109,PJ2998,CPD,U,1,VIC,B,M,35,"2000 38 ST
KANSAS CITY, MO 64109
(39.05770747200046, -94.56031998699967)"
90000052,01-01-2009 00:00,02:56,01-01-2009 00:00,02:20,802,13B,Non Agg Assault Dome,644,11600  N CHARLOTTE ST,KANSAS CITY,64155,PC0045,SCP,Y,1,VIC,W,M,34,"11600 CHARLOTTE ST
KANSAS CITY, MO 64155
(39.303930822000495, -94.56932623799969)"
90000044,01-01-2009 00:00,02:16,01-01-2009 00:00,02:00,1401,290,Property Damage,113,GRAND AV/E TRUMAN RD,KANSAS CITY,64109,PJ1309,CPD,U,1,VIC,B,F,17,"GRAND AV E TRUMAN RD KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
90000050,01-01-2009 00:00,03:13,01-01-2009 00:00,03:13,801,13B,Non Aggravated Assau,312,1100  WHITE AV,KANSAS CITY,64126,PJ1160,EPD,U,1,SUS,W,M,20,"1100 WHITE AV
KANSAS CITY, MO 64126
(39.099273741000445, -94.5114980789997)"
90000053,01-01-2009 00:00,02:48,01-01-2009 00:00,02:48,1849,35A,Possession/Sale/Dist,332,3300  MERSINGTON AV,KANSAS CITY,64128,PJ2747,EPD,U,1,VIC,,,,"3300 MERSINGTON AV
KANSAS CITY, MO 64128
(39.06566196600045, -94.5381561319997)"
90000045,01-01-2009 00:00,03:03,01-01-2009 00:00,02:45,801,13B,Non Aggravated Assau,113,100  E 14 ST,KANSAS CITY,64110,PJ1177,CPD,U,2,ARR,W,F,28,"100 14 ST
KANSAS CITY, MO 64110
(39.03595025700048, -94.5732171199997)"
90000053,01-01-2009 00:00,02:48,01-01-2009 00:00,02:48,1849,35A,Possession/Sale/Dist,332,3300  MERSINGTON AV,KANSAS CITY,64128,PJ2747,EPD,U,1,ARR,B,M,22,"3300 MERSINGTON AV
KANSAS CITY, MO 64128
(39.06566196600045, -94.5381561319997)"
90000044,01-01-2009 00:00,02:16,01-01-2009 00:00,02:00,1401,290,Property Damage,113,GRAND AV/E TRUMAN RD,KANSAS CITY,64109,PJ1309,CPD,U,1,VIC,B,F,17,"GRAND AV E TRUMAN RD KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
90000049,01-01-2009 00:00,02:58,01-01-2009 00:00,02:50,401,13A,Aggravated Assault (,142,2000  E 38 ST,KANSAS CITY,64109,PJ2998,CPD,U,1,SUS,U,U,,"2000 38 ST
KANSAS CITY, MO 64109
(39.05770747200046, -94.56031998699967)"
90000048,01-01-2009 00:00,02:31,01-01-2009 00:00,02:31,201,11A,Rape,124,2500  PARK AV,KANSAS CITY,64127,PJ2093,CPD,U,1,SUS,W,M,,"2500 PARK AV
KANSAS CITY, MO 64127
(39.08074186900046, -94.55580620299969)"
90000044,01-01-2009 00:00,02:16,01-01-2009 00:00,02:00,801,13B,Non Aggravated Assau,113,GRAND AV/E TRUMAN RD,KANSAS CITY,64109,PJ1309,CPD,U,1,VIC,B,F,17,"GRAND AV E TRUMAN RD KANSAS CITY, MO 64109
(39.06670420600045, -94.56872872899964)"
90000071,01-01-2009 00:00,04:29,01-01-2009 00:00,04:29,802,13B,Non Agg Assault Dome,144,1200  BRUSH CREEK BL ,KANSAS CITY,64110,PJ3712,CPD,U,1,ARR,B,M,50,"1200 BRUSH CREEK
BL KANSAS CITY, MO 64110
(39.04354199400046, -94.57146118699967)"
90063487,8/17/2009 0:00,19:19,8/17/2009 0:00,19:15,2601,90Z,Misc Violation,542,8600  E 92 PL,KANSAS CITY,,PJ6458,SPD,U,1,SUS,W,M,27,"8600 92 PL
KANSAS CITY, MO
(38.95524775400048, -94.48831025499965)"
90000062,01-01-2009 00:00,03:35,01-01-2009 00:00,01:40,403,13A,Agg Assault - Domest,341,1600  BELMONT AV,KANSAS CITY,64126,PJ1564,EPD,Y,1,VIC,W,F,32,"1600 BELMONT AV
KANSAS CITY, MO 64126
(39.09192269500045, -94.51028578999967)"
90000065,01-01-2009 00:00,04:13,01-01-2009 00:00,04:00,1401,290,Property Damage,211,4300  E 50 TE,KANSAS CITY,64130,PJ4093,MPD,U,1,SUS,U,U,,"4300 50
TE KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000068,01-01-2009 00:00,04:46,12/31/2008 0:00,18:01,831,13C,Intimidation,234,500  W 89 ST ,KANSAS CITY,64114,PJ6235,MPD,U,1,SUS,B,M,39,"500 89 ST
KANSAS CITY, MO 64114
(38.967033744000446, -94.59727070599968)"
90000073,01-01-2009 00:00,04:28,01-01-2009 00:00,01:28,801,13B,Non Aggravated Assau,422,8600  N BOARDWALK AV,KANSAS CITY,64154,PP0321,NPD,U,1,SUS,W,M,,"8600 BOARDWALK AV
KANSAS CITY, MO 64154
(39.252538107000476, -94.65459188199969)"
90000065,01-01-2009 00:00,04:13,01-01-2009 00:00,04:00,1401,290,Property Damage,211,4300  E 50 TE,KANSAS CITY,64130,PJ4093,MPD,U,1,VIC,W,M,52,"4300 50
TE KANSAS CITY, MO 64130
(39.03332152900049, -94.5441881379997)"
90000073,01-01-2009 00:00,04:28,01-01-2009 00:00,01:28,801,13B,Non Aggravated Assau,422,8600  N BOARDWALK AV,KANSAS CITY,64154,PP0321,NPD,U,4,SUS,W,M,,"8600 BOARDWALK AV
KANSAS CITY, MO 64154
(39.252538107000476, -94.65459188199969)"
90000066,01-01-2009 00:00,03:38,01-01-2009 00:00,01:53,1750,11D,Sex Off Fondle - mol,635,5900  NE PARVIN RD,KANSAS CITY,64117,PC1235,SCP,N,1,VIC,B,F,12,"5900 PARVIN RD
KANSAS CITY, MO 64117
(39.168812141000444, -94.51074625399968)"
90000057,01-01-2009 00:00,04:00,12/31/2008 0:00,19:00,501,220,Burglary - Residence,636,4800  N SMALLEY AV,KANSAS CITY,64119,PC0945,SCP,U,1,SUS,U,U,,"4800 SMALLEY AV
KANSAS CITY, MO 64119
(39.18152123800047, -94.48684090499967)"
90000057,01-01-2009 00:00,04:00,12/31/2008 0:00,19:00,501,220,Burglary - Residence,636,4800  N SMALLEY AV,KANSAS CITY,64119,PC0945,SCP,N,1,VIC,B,M,37,"4800 SMALLEY AV
KANSAS CITY, MO 64119
(39.18152123800047, -94.48684090499967)"
90000073,01-01-2009 00:00,04:28,01-01-2009 00:00,01:28,801,13B,Non Aggravated Assau,422,8600  N BOARDWALK AV,KANSAS CITY,64154,PP0321,NPD,U,2,SUS,W,M,,"8600 BOARDWALK AV
KANSAS CITY, MO 64154
(39.252538107000476, -94.65459188199969)"
90000056,01-01-2009 00:00,03:20,01-01-2009 00:00,01:30,1401,290,Property Damage,131,1200  W 41 ST ,KANSAS CITY,64110,PJ3248,CPD,U,1,VIC,W,F,27,"1200 41 ST
KANSAS CITY, MO 64110
(39.05248307000045, -94.57091207999969)"
90000064,01-01-2009 00:00,03:28,01-01-2009 00:00,03:00,2601,90Z,Misc Violation,534,5000  LONGVIEW RD,KANSAS CITY,64134,PJ7161,SPD,U,1,SUS,U,U,,"5000 LONGVIEW RD
KANSAS CITY, MO 64134
(38.9169997460005, -94.53223762999966)"
90000066,01-01-2009 00:00,03:38,01-01-2009 00:00,01:53,1750,11D,Sex Off Fondle - mol,635,5900  NE PARVIN RD,KANSAS CITY,64117,PC1235,SCP,U,1,SUS,I,M,22,"5900 PARVIN RD
KANSAS CITY, MO 64117
(39.168812141000444, -94.51074625399968)"
90000073,01-01-2009 00:00,04:28,01-01-2009 00:00,01:28,801,13B,Non Aggravated Assau,422,8600  N BOARDWALK AV,KANSAS CITY,64154,PP0321,NPD,U,3,SUS,W,M,,"8600 BOARDWALK AV
KANSAS CITY, MO 64154
(39.252538107000476, -94.65459188199969)"
